word	anger	fear	joy	love	sadness	surprise	thankfulness	disgust	guilt	totalClassify	correctIfAll	correctIfSingle	trust
bed	0	0	1	0	1	2	0	0	0	4	0	0		0.0
po	0	1	0	0	0	0	1	0	0	2	2	0		0.0
whilst	0	0	1	0	0	1	0	0	0	2	1	0		0.0
join	0	1	1	0	0	1	0	0	0	3	1	0		0.0
ouch	0	0	0	0	0	0	2	0	0	2	0	0		0.0
winnipeg	0	0	0	0	0	0	0	2	0	2	0	0		0.0
you	1	1	0	1	1	0	2	0	4	10	5	0		0.0
whore	2	0	0	0	0	0	0	0	0	2	2	0		0.0
run	1	1	0	0	0	0	1	0	0	3	0	0		0.0
:)	0	0	3	1	0	3	1	0	0	8	3	0		0.0
bb	0	0	1	0	1	0	0	0	1	3	2	0		0.0
eat	0	0	0	0	0	0	1	2	0	3	2	0		0.0
pop	0	0	1	0	0	0	0	1	0	2	1	0		0.0
ho	0	0	0	1	0	0	1	0	0	2	1	0		0.0
harassment	2	0	0	0	0	0	0	0	0	2	2	0		0.0
camp	0	0	0	0	1	1	0	0	0	2	1	0		0.0
clutch	0	0	0	1	0	0	1	0	0	2	1	0		0.0
looking	1	1	0	1	1	0	1	0	2	7	1	0		0.0
will	0	1	0	0	0	0	0	1	0	2	0	0		0.0
same	0	2	0	1	0	1	0	4	0	8	0	0		0.0
#sweet	0	0	1	0	1	1	0	0	0	3	0	0		0.0
alone	0	0	1	0	0	0	0	1	0	2	0	0		0.0
bullshit	1	0	0	0	0	0	0	0	1	2	1	0		0.0
interview	1	1	0	0	0	0	0	0	0	2	0	0		0.0
sarah	0	0	0	1	1	0	0	0	0	2	1	0		0.0
start	1	1	0	0	0	0	0	0	0	2	1	0		0.0
use	0	0	1	0	1	0	0	0	0	2	0	0		0.0
check	1	1	0	0	0	3	0	0	0	5	2	0		0.0
app	0	1	2	0	0	0	0	0	0	3	0	0		0.0
hold	0	0	0	1	1	0	0	1	0	3	0	0		0.0
worst	0	1	0	0	1	0	0	1	1	4	0	0		0.0
saw	1	0	0	0	0	1	0	1	1	4	3	0		0.0
analysis	0	0	1	0	1	0	0	0	0	2	0	0		0.0
#rape	0	1	0	2	0	0	0	1	0	4	0	0		0.0
visit	0	0	0	1	0	1	0	0	0	2	2	0		0.0
!!	2	2	0	4	0	5	2	2	1	18	6	0		0.0
attic	0	0	0	0	0	3	0	0	0	3	3	0		0.0
view	0	0	1	0	0	0	0	2	0	3	2	0		0.0
#?	0	1	0	0	1	1	0	0	0	3	0	0		0.0
text	0	0	0	0	0	0	0	0	2	2	0	0		0.0
dark	1	0	0	0	1	0	0	0	0	2	1	0		0.0
totally	0	1	0	0	1	0	0	0	0	2	0	0		0.0
growing	0	1	0	1	0	0	1	0	0	3	1	0		0.0
movement	1	0	0	0	1	0	0	0	0	2	0	0		0.0
find	2	2	0	1	0	1	0	1	0	7	2	0		0.0
woke	1	0	0	0	1	0	0	0	0	2	0	0		0.0
throw	0	0	0	0	1	0	0	1	0	2	0	0		0.0
keep	0	0	0	0	0	1	1	0	0	2	0	0		0.0
percent	0	1	0	0	1	0	0	0	0	2	1	0		0.0
worry	0	0	1	1	0	0	0	0	0	2	1	0		0.0
un	0	0	0	0	0	1	0	1	0	2	0	0		0.0
james	0	1	0	0	0	0	0	1	1	3	1	0		0.0
#flower	0	0	1	1	0	0	0	0	0	2	0	0		0.0
car	0	0	1	0	0	0	0	1	2	4	1	0		0.0
month	0	0	1	0	0	0	0	1	0	2	0	0		0.0
something	2	2	0	0	1	0	0	1	0	6	3	0		0.0
asking	1	0	0	0	0	0	0	0	1	2	2	0		0.0
full	0	1	0	0	0	0	1	0	0	2	0	0		0.0
left	0	0	0	0	1	0	1	0	0	2	0	0		0.0
deals	1	0	0	0	0	0	1	0	0	2	0	0		0.0
washington	1	1	0	0	0	0	0	0	0	2	1	0		0.0
brother	0	0	0	1	0	2	0	1	0	4	1	0		0.0
bitch	4	0	0	0	1	0	0	2	1	8	4	0		0.0
return	0	1	1	0	0	0	0	0	0	2	1	0		0.0
#russia	0	1	0	0	0	0	0	0	1	2	0	0		0.0
privilege	0	0	0	1	0	1	0	0	0	2	1	0		0.0
suffer	0	1	0	0	1	0	0	0	0	2	0	0		0.0
picture	0	0	1	1	0	0	0	0	0	2	0	0		0.0
photography	1	0	0	2	0	0	0	0	0	3	2	0		0.0
gram	0	0	0	1	1	0	0	0	0	2	1	0		0.0
products	0	0	0	0	0	0	0	1	1	2	1	0		0.0
remember	0	0	0	1	0	0	0	1	0	2	0	0		0.0
israel	0	1	0	0	0	0	0	0	1	2	0	0		0.0
health	0	1	0	2	0	0	1	0	0	4	2	0		0.0
gross	0	0	0	0	1	0	0	1	0	2	2	0		0.0
book	0	1	1	0	1	0	1	0	0	4	2	0		0.0
release	0	2	0	0	0	0	1	0	0	3	3	0		0.0
tmz	0	1	0	0	0	0	0	1	0	2	1	0		0.0
hell	0	0	0	0	1	1	0	2	1	5	0	0		0.0
zone	1	0	0	0	0	0	0	1	0	2	1	0		0.0
bravo	0	0	0	0	0	0	0	0	2	2	2	0		0.0
wealth	0	0	0	1	0	0	1	0	0	2	1	0		0.0
music	2	2	0	2	2	1	0	0	1	10	1	0		0.0
fight	1	1	0	0	1	0	0	0	1	4	0	0		0.0
shows	0	0	1	0	2	0	0	0	0	3	0	0		0.0
michael	0	1	0	0	0	0	0	1	0	2	1	0		0.0
soccer	0	0	0	0	1	0	0	1	0	2	0	0		0.0
food	1	0	0	0	0	1	0	2	1	5	0	0		0.0
lately	0	0	1	0	0	0	1	0	0	2	1	0		0.0
cam	0	0	1	1	0	0	0	0	0	2	1	0		0.0
its	1	3	1	1	1	3	3	3	3	19	7	0		0.0
hearing	0	0	0	0	0	0	0	1	2	3	0	0		0.0
shot	0	1	1	0	2	0	0	0	0	4	3	0		0.0
quiet	0	1	1	0	0	0	1	0	0	3	2	0		0.0
box	0	0	1	2	0	0	0	0	0	3	0	0		0.0
silver	0	0	0	0	0	1	0	1	0	2	1	0		0.0
me?	0	0	1	0	0	0	0	1	0	2	0	0		0.0
mum	1	0	1	1	0	1	0	0	0	4	1	0		0.0
women	2	0	1	1	1	0	0	2	0	7	1	0		0.0
gorgeous	1	0	0	0	1	1	0	0	0	3	0	0		0.0
doctor	1	0	0	1	0	0	0	0	0	2	0	0		0.0
until	1	0	0	0	2	0	0	0	0	3	1	0		0.0
outside	1	0	0	0	0	1	0	0	0	2	2	0		0.0
chicks	1	0	0	1	0	0	1	0	0	3	1	0		0.0
low	1	1	1	0	0	0	0	1	0	4	0	0		0.0
us	1	0	0	0	0	0	0	0	1	2	1	0		0.0
hates	0	0	0	1	0	0	0	0	1	2	2	0		0.0
ready	1	1	1	0	0	0	0	0	1	4	1	0		0.0
cameron	0	0	0	2	0	0	0	0	0	2	2	0		0.0
award	0	1	0	0	0	1	0	0	0	2	1	0		0.0
leave	0	0	0	1	0	0	0	2	0	3	1	0		0.0
felt	1	0	0	0	2	0	0	0	1	4	1	0		0.0
important	0	0	0	1	0	0	0	0	1	2	2	0		0.0
rooms	0	0	2	0	0	0	0	0	0	2	2	0		0.0
breaking	0	0	0	0	1	2	0	0	0	3	0	0		0.0
house	0	2	2	1	1	1	3	0	1	11	4	0		0.0
ultimate	0	0	0	1	0	0	0	1	0	2	1	0		0.0
side	0	0	0	1	0	1	0	0	1	3	1	0		0.0
released	0	0	0	0	1	1	0	0	0	2	1	0		0.0
success	0	1	0	0	0	0	1	0	0	2	1	0		0.0
how	1	4	0	1	1	0	1	4	2	14	6	0		0.0
buy	2	0	0	0	0	0	0	2	0	4	0	0		0.0
quick	1	0	1	0	0	0	0	0	0	2	0	0		0.0
better	0	1	1	0	0	1	1	1	1	6	1	0		0.0
attack	0	0	0	1	1	0	0	0	0	2	0	0		0.0
taking	1	2	0	0	1	0	0	0	0	4	1	0		0.0
it!!	0	1	0	0	0	0	0	0	1	2	1	0		0.0
in	2	2	1	3	1	0	0	2	0	11	4	0		0.0
offers	0	1	0	0	0	1	0	0	0	2	0	0		0.0
bad	2	0	3	1	0	0	0	2	4	12	5	0		0.0
dad	0	0	0	1	1	0	0	0	0	2	0	0		0.0
#life	0	3	4	4	3	2	0	0	0	16	3	0		0.0
took	0	0	0	1	1	0	0	0	0	2	1	0		0.0
fantasy	1	0	0	0	0	0	0	0	1	2	1	0		0.0
mean	0	0	0	1	0	0	0	0	2	3	0	0		0.0
refund	1	0	0	0	0	0	0	2	0	3	0	0		0.0
student	1	0	1	1	0	0	0	0	1	4	2	0		0.0
#worry	0	1	1	0	0	0	0	0	0	2	0	0		0.0
flag	1	0	0	0	0	0	0	1	0	2	1	0		0.0
quotes	0	1	3	3	0	0	0	0	0	7	4	0		0.0
image	1	0	0	1	0	0	0	0	0	2	0	0		0.0
available	1	0	0	1	1	0	0	0	0	3	1	0		0.0
hearts	0	0	0	1	0	0	0	0	1	2	0	0		0.0
#health	0	1	0	1	0	0	1	0	0	3	2	0		0.0
sht	0	0	0	0	1	0	0	1	0	2	0	0		0.0
break	1	0	0	0	1	0	0	0	0	2	1	0		0.0
raiders	0	0	0	0	1	0	0	0	2	3	0	0		0.0
hair	0	0	1	0	0	0	1	0	0	2	0	0		0.0
#instaquotes	0	1	1	0	0	0	0	0	0	2	1	0		0.0
fitness	0	1	0	0	1	1	0	0	0	3	2	0		0.0
their	0	1	0	1	0	0	0	0	0	2	0	0		0.0
moment	0	0	1	0	1	0	1	0	0	3	1	0		0.0
manager	0	0	0	0	0	1	0	1	0	2	0	0		0.0
post	0	2	1	0	2	1	0	1	1	8	2	0		0.0
judge	1	0	0	0	1	0	0	0	0	2	1	0		0.0
#a	1	0	1	2	0	0	0	0	0	4	3	0		0.0
#boys	0	0	1	1	0	0	0	0	0	2	1	0		0.0
shade	3	0	0	0	0	0	0	0	0	3	3	0		0.0
like	0	0	0	0	0	0	0	1	1	2	1	0		0.0
thank	0	0	1	3	1	1	5	1	2	14	4	0		0.0
ever	1	1	0	0	0	0	0	0	0	2	1	0		0.0
were	0	1	0	1	1	0	0	0	0	3	0	0		0.0
ah	1	0	0	1	0	0	0	0	0	2	1	0		0.0
right	1	2	0	0	2	3	1	3	1	13	2	0		0.0
without	1	1	0	1	1	1	1	1	1	8	3	0		0.0
#viratkohlihappybirthday	0	0	0	0	0	2	0	0	0	2	2	0		0.0
brown	0	1	0	1	0	0	0	2	0	4	2	0		0.0
war	2	2	0	0	0	0	0	1	0	5	2	0		0.0
ass	0	0	0	0	2	0	1	2	1	6	2	0		0.0
shes	0	0	0	0	0	1	0	0	3	4	0	0		0.0
#peaceofmind	1	0	0	0	0	0	1	0	0	2	1	0		0.0
blue	0	0	1	2	0	1	0	0	0	4	0	0		0.0
unpleasant	1	0	0	0	1	0	0	0	0	2	0	0		0.0
thinking	0	1	0	0	2	1	1	1	0	6	1	0		0.0
engaged	0	0	0	0	1	1	0	0	0	2	1	0		0.0
ie	0	0	0	0	0	0	1	0	1	2	0	0		0.0
power	0	0	1	0	1	0	0	0	1	3	0	0		0.0
mind	1	1	0	0	0	0	1	0	1	4	1	0		0.0
burger	0	1	0	0	0	0	0	0	1	2	2	0		0.0
yeah	0	0	0	0	0	1	0	1	0	2	0	0		0.0
mom	2	0	0	0	1	1	0	1	0	5	0	0		0.0
talent	0	0	0	0	0	0	0	1	1	2	0	0		0.0
rho	0	1	0	0	1	0	0	0	0	2	1	0		0.0
haha	1	0	1	0	0	0	0	0	0	2	0	0		0.0
train	1	0	0	1	0	0	0	2	0	4	1	0		0.0
country	0	0	0	0	0	1	1	0	0	2	1	0		0.0
miss	0	0	2	0	3	0	0	0	0	5	1	0		0.0
seconds	1	1	0	0	0	0	0	0	1	3	0	0		0.0
aint	1	0	0	1	1	1	0	1	0	5	0	0		0.0
history	0	0	0	0	0	0	1	0	1	2	0	0		0.0
loved	0	0	1	0	0	2	1	0	0	4	1	0		0.0
raven	1	0	1	0	0	0	0	0	0	2	2	0		0.0
road	1	0	0	0	0	0	0	0	1	2	1	0		0.0
surprised	0	0	0	0	0	1	0	1	0	2	1	0		0.0
way	2	0	0	0	2	2	0	1	1	8	4	0		0.0
beach	0	1	0	1	0	0	0	0	0	2	1	0		0.0
gavin	0	0	2	0	0	0	0	0	0	2	2	0		0.0
am	0	1	0	0	0	0	0	0	1	2	1	0		0.0
part	1	2	3	0	1	0	0	1	0	8	4	0		0.0
#pain	0	1	0	0	1	0	0	0	0	2	0	0		0.0
raw	3	0	0	0	0	0	1	0	0	4	4	0		0.0
fall	0	1	0	2	0	1	0	0	2	6	3	0		0.0
to	3	2	0	3	0	2	0	1	0	11	7	0		0.0
giving	0	0	0	1	1	0	0	0	1	3	0	0		0.0
respect	0	0	0	1	1	0	0	2	0	4	2	0		0.0
store	0	0	0	0	0	1	0	2	0	3	1	0		0.0
eyes	0	1	0	1	1	0	0	0	0	3	0	0		0.0
peace	2	1	0	2	0	0	1	0	0	6	2	0		0.0
value	0	1	0	0	0	0	1	0	0	2	1	0		0.0
instead	0	1	0	0	0	0	1	1	0	3	0	0		0.0
col	0	1	0	1	0	0	0	0	0	2	1	0		0.0
saying	1	0	0	0	0	0	0	1	2	4	1	0		0.0
hard	1	0	0	0	2	0	0	0	0	3	0	0		0.0
#scary	1	1	0	0	0	0	0	1	0	3	1	0		0.0
clear	1	1	0	0	0	0	0	0	0	2	1	0		0.0
dash	0	0	1	0	1	0	0	1	0	3	1	0		0.0
brand	0	0	1	0	0	0	0	2	0	3	0	0		0.0
going	3	2	0	4	1	1	2	2	1	16	3	0		0.0
tea	0	1	0	0	0	0	0	1	0	2	1	0		0.0
couple	1	0	0	1	0	1	0	0	0	3	0	0		0.0
state	0	0	0	0	1	0	0	1	0	2	0	0		0.0
#music	1	0	1	1	1	1	0	0	0	5	0	0		0.0
ship	0	0	0	1	0	1	0	0	0	2	0	0		0.0
wake	0	0	0	0	0	1	1	0	0	2	0	0		0.0
female	0	0	0	1	0	0	0	1	0	2	1	0		0.0
these	0	1	0	0	0	0	0	1	0	2	0	0		0.0
oh	1	1	0	0	1	3	0	0	3	9	4	0		0.0
art	0	1	1	0	0	1	0	0	0	3	0	0		0.0
factor	1	1	0	0	0	0	0	0	1	3	1	0		0.0
talk	2	0	0	1	1	0	2	0	1	7	3	0		0.0
pm	0	0	0	0	1	0	0	1	1	3	0	0		0.0
com	0	0	1	0	0	0	0	1	0	2	0	0		0.0
smh	0	0	0	0	2	0	0	2	1	5	1	0		0.0
cos	0	0	0	0	1	1	0	0	0	2	0	0		0.0
boyfriend	0	0	0	0	1	0	0	0	1	2	2	0		0.0
step	0	1	1	0	0	0	1	0	0	3	1	0		0.0
tattoo	0	0	0	0	0	1	1	0	1	3	1	0		0.0
grey	1	0	0	0	1	0	1	0	0	3	0	0		0.0
justin	0	0	0	0	0	0	0	3	0	3	0	0		0.0
#inspire	0	1	0	0	0	0	1	0	0	2	0	0		0.0
had	0	0	0	0	0	0	1	0	1	2	0	0		0.0
fake	1	0	0	0	0	0	0	1	0	2	0	0		0.0
early	0	0	1	0	0	0	0	0	1	2	0	0		0.0
kidding	1	0	0	0	0	0	0	1	0	2	0	0		0.0
#fun	1	0	2	0	0	1	0	0	0	4	1	0		0.0
voice	0	0	0	0	0	1	1	1	0	3	0	0		0.0
mariasanchezzz	0	0	0	0	0	0	0	0	2	2	0	0		0.0
trip	1	0	1	0	0	0	0	0	0	2	0	0		0.0
squad	1	0	0	0	0	0	1	0	0	2	0	0		0.0
put	1	0	0	1	0	0	2	2	1	7	2	0		0.0
looks	1	1	0	0	1	0	1	0	2	6	2	0		0.0
#spooky	0	1	0	0	1	0	0	0	0	2	0	0		0.0
#peace	0	0	1	1	0	0	1	0	0	3	1	0		0.0
#aw	1	0	0	0	0	0	0	2	0	3	2	0		0.0
card	1	0	0	0	0	0	1	0	0	2	0	0		0.0
candle	0	0	0	0	0	2	0	0	0	2	2	0		0.0
term	0	0	0	0	0	1	0	0	1	2	0	0		0.0
bears	0	0	0	0	0	1	0	0	1	2	1	0		0.0
super	0	0	0	1	0	0	0	0	2	3	2	0		0.0
ice	0	0	0	0	0	1	0	0	1	2	0	0		0.0
#tgif	0	0	1	0	0	1	0	0	0	2	1	0		0.0
fabulous	0	0	1	0	0	1	0	0	0	2	1	0		0.0
end	0	1	0	0	2	1	0	2	0	6	2	0		0.0
season	0	0	0	1	1	0	1	0	0	3	1	0		0.0
actions	0	0	0	0	0	0	0	1	1	2	0	0		0.0
don	0	1	0	0	0	0	0	1	0	2	1	0		0.0
#holiday	0	0	1	1	0	0	0	0	0	2	0	0		0.0
#lol	0	0	1	0	1	0	0	0	0	2	1	0		0.0
caroline	0	1	0	0	1	0	0	0	0	2	0	0		0.0
air	0	0	0	0	1	0	0	1	1	3	0	0		0.0
vs	1	0	0	0	0	1	0	0	0	2	0	0		0.0
level	1	0	0	0	0	0	0	1	0	2	1	0		0.0
harder	0	2	0	0	0	0	0	0	0	2	2	0		0.0
close	0	0	0	1	0	0	0	0	1	2	1	0		0.0
?!?	0	0	0	0	1	0	0	1	0	2	0	0		0.0
#problem	1	0	0	0	1	0	0	0	0	2	0	0		0.0
via	1	2	0	1	1	0	0	1	0	6	1	0		0.0
eye	0	0	0	0	1	1	0	0	0	2	0	0		0.0
tonight	3	0	3	1	1	4	1	1	0	14	3	0		0.0
more	4	3	1	3	7	3	1	2	1	25	9	0		0.0
mouth	0	0	0	0	0	0	0	0	2	2	0	0		0.0
it!	0	1	0	1	0	0	0	0	0	2	0	0		0.0
taken	1	0	0	0	1	0	0	0	0	2	0	0		0.0
#quotes	0	2	1	2	0	0	0	0	0	5	2	0		0.0
thanks	0	0	0	3	0	3	4	1	0	11	3	0		0.0
sick	1	0	0	0	1	0	0	2	0	4	1	0		0.0
im	8	1	2	0	7	4	9	4	13	48	14	0		0.0
ed	0	1	1	0	0	0	2	0	2	6	2	0		0.0
together	0	1	0	1	1	0	0	0	0	3	1	0		0.0
realize	0	0	0	0	1	0	1	0	0	2	2	0		0.0
exhausted	0	1	1	0	0	0	0	0	0	2	0	0		0.0
special	0	1	0	0	0	1	0	0	0	2	1	0		0.0
call	0	0	0	1	0	1	0	3	0	5	4	0		0.0
#hand	0	1	1	0	0	0	0	0	0	2	0	0		0.0
gal	0	0	0	1	0	0	0	1	0	2	1	0		0.0
#truth	0	1	0	1	0	0	0	0	0	2	1	0		0.0
#gratitude	0	1	0	0	0	0	1	0	0	2	0	0		0.0
sex	0	0	1	3	1	1	0	1	1	8	3	0		0.0
done	0	1	2	0	1	0	2	0	0	6	3	0		0.0
duty	0	0	0	0	1	0	0	0	1	2	1	0		0.0
two	1	0	0	2	0	0	4	3	1	11	2	0		0.0
listen	1	0	0	0	1	0	0	0	1	3	0	0		0.0
vir	0	0	0	0	0	2	0	0	0	2	2	0		0.0
setting	0	0	0	0	0	1	0	1	0	2	1	0		0.0
blog	0	1	0	0	1	0	0	0	0	2	1	0		0.0
government	1	0	0	0	0	0	0	1	0	2	0	0		0.0
cream	0	0	0	0	0	1	0	2	1	4	0	0		0.0
#black	0	0	1	0	1	0	0	0	0	2	0	0		0.0
myself	0	1	0	1	0	0	0	0	1	3	1	0		0.0
#evil	1	1	0	0	0	0	0	0	0	2	0	0		0.0
dr	1	0	1	0	1	1	0	0	0	4	0	0		0.0
photos	0	0	0	0	0	0	0	1	1	2	1	0		0.0
lee	0	0	0	1	0	1	0	0	0	2	1	0		0.0
#eat	0	0	0	1	1	0	0	0	0	2	0	0		0.0
ourselves	0	0	0	0	1	0	1	0	0	2	1	0		0.0
nov	0	1	0	0	1	0	0	0	2	4	1	0		0.0
hours	2	0	0	0	0	0	0	0	0	2	2	0		0.0
alarm	0	0	0	0	1	1	0	0	0	2	1	0		0.0
simple	1	1	0	1	0	0	1	0	0	4	2	0		0.0
young	0	0	0	1	1	0	0	0	0	2	2	0		0.0
showing	1	0	0	1	0	0	0	0	0	2	1	0		0.0
matter	1	1	0	0	0	0	1	1	0	4	0	0		0.0
hope	0	0	1	2	0	0	0	2	0	5	0	0		0.0
live	0	0	1	1	2	1	1	2	0	8	2	0		0.0
girls	3	0	3	1	1	0	0	1	0	9	4	0		0.0
favorite	0	0	0	0	0	0	1	1	0	2	0	0		0.0
reason	1	2	0	0	0	1	0	0	0	4	2	0		0.0
meat	0	0	0	0	0	0	0	1	2	3	0	0		0.0
delicious	0	0	0	1	0	0	1	0	0	2	0	0		0.0
take	0	2	0	2	2	1	0	1	0	8	2	0		0.0
day	2	0	7	2	5	4	8	2	2	32	12	0		0.0
space	1	1	0	0	0	0	1	0	0	3	1	0		0.0
bit	0	0	0	0	1	0	1	0	0	2	0	0		0.0
ian	0	0	1	0	1	0	0	0	0	2	1	0		0.0
heard	0	1	0	0	0	0	0	1	0	2	1	0		0.0
#confused	1	0	0	0	1	0	0	0	0	2	0	0		0.0
she	0	0	0	0	1	1	1	1	0	4	2	0		0.0
lied	0	0	0	0	1	0	0	1	0	2	1	0		0.0
#kids	0	0	0	1	0	0	1	0	0	2	1	0		0.0
jim	1	0	0	0	0	0	0	1	0	2	0	0		0.0
come	0	2	0	0	2	1	2	0	0	7	1	0		0.0
fine	0	0	0	0	1	0	2	0	0	3	2	0		0.0
girl	1	1	2	3	1	0	0	1	2	11	6	0		0.0
money	2	1	0	0	1	0	0	3	1	8	2	0		0.0
#humanity	1	1	0	0	0	0	0	0	0	2	1	0		0.0
hating	0	0	0	1	0	0	0	0	1	2	1	0		0.0
god	0	2	0	2	0	1	3	1	2	11	7	0		0.0
#healthy	0	0	1	0	0	0	1	0	0	2	1	0		0.0
#dance	1	1	0	1	0	0	0	0	0	3	0	0		0.0
inspired	0	0	1	0	0	1	0	0	0	2	1	0		0.0
person	0	0	0	1	0	0	2	1	2	6	2	0		0.0
cart	0	0	0	0	1	0	0	1	0	2	0	0		0.0
robert	1	0	0	1	0	1	0	0	0	3	2	0		0.0
#knowledge	1	0	0	1	0	0	0	0	0	2	1	0		0.0
anniversary	0	0	0	1	0	0	0	1	0	2	0	0		0.0
dead	1	0	0	0	0	0	0	1	0	2	0	0		0.0
people	6	1	1	5	10	0	1	8	2	34	12	0		0.0
stay	1	0	0	1	0	0	0	0	1	3	3	0		0.0
willingness	0	1	0	0	0	0	1	0	0	2	0	0		0.0
give	2	1	0	0	3	0	2	0	0	8	4	0		0.0
head	1	0	0	1	0	0	0	0	0	2	2	0		0.0
probably	1	0	0	1	1	0	1	0	5	9	3	0		0.0
winner	1	0	0	0	0	2	0	0	0	3	2	0		0.0
mc	1	0	0	0	0	1	0	0	2	4	2	0		0.0
test	0	0	0	1	0	0	0	0	1	2	1	0		0.0
bless	0	0	1	0	0	1	0	0	0	2	1	0		0.0
#usa	0	0	1	1	0	0	0	0	0	2	1	0		0.0
obama	0	0	0	0	1	1	0	1	0	3	1	0		0.0
#cute	0	0	1	1	0	0	0	0	0	2	1	0		0.0
physical	1	0	0	1	0	0	0	0	0	2	0	0		0.0
act	1	0	0	0	1	0	0	2	0	4	2	0		0.0
?!	0	0	0	0	1	1	1	0	1	4	1	0		0.0
therapy	0	1	1	0	0	0	0	0	0	2	2	0		0.0
body	0	1	1	0	0	1	0	0	0	3	0	0		0.0
sahaba	0	0	0	3	0	0	0	0	0	3	3	0		0.0
new	3	5	4	3	0	5	6	4	2	32	10	0		0.0
there	0	0	0	1	0	0	1	1	0	3	1	0		0.0
didnt	0	0	0	0	1	1	1	1	2	6	1	0		0.0
here	2	1	1	3	0	4	2	3	0	16	5	0		0.0
around	2	0	0	0	0	0	2	0	0	4	2	0		0.0
red	1	0	0	2	1	0	0	0	0	4	2	0		0.0
whoever	0	0	0	0	0	0	0	1	1	2	1	0		0.0
#beautiful	0	0	1	2	0	0	0	0	0	3	1	0		0.0
everyday	1	0	0	0	1	0	0	0	0	2	0	0		0.0
taught	1	1	0	0	0	0	0	0	0	2	1	0		0.0
block	0	1	0	0	0	0	0	0	1	2	0	0		0.0
even	0	0	1	1	1	0	1	2	2	8	2	0		0.0
room	0	0	1	0	0	0	0	1	1	3	0	0		0.0
popular	0	0	0	0	1	0	0	0	1	2	1	0		0.0
send	0	0	0	0	0	1	0	0	1	2	0	0		0.0
pick	0	0	0	0	0	1	0	0	2	3	1	0		0.0
#hope	1	1	0	0	0	0	0	0	0	2	0	0		0.0
cosby	0	2	0	0	0	0	0	0	0	2	0	0		0.0
different	1	0	0	0	0	1	0	1	0	3	0	0		0.0
dreams	0	0	0	1	0	1	0	0	0	2	0	0		0.0
fun	0	0	1	1	0	0	0	0	0	2	0	0		0.0
elements	0	0	0	0	0	2	0	0	0	2	0	0		0.0
brain	0	0	0	1	0	1	0	0	0	2	2	0		0.0
trying	0	0	1	0	0	1	0	1	0	3	1	0		0.0
chance	0	0	0	0	1	1	0	0	0	2	2	0		0.0
words	0	0	0	0	1	0	1	0	0	2	0	0		0.0
racism	0	0	0	0	1	0	0	1	0	2	0	0		0.0
tickets	2	0	0	0	0	0	0	0	0	2	0	0		0.0
enter	2	0	3	2	0	0	0	0	0	7	4	0		0.0
everywhere	1	1	0	0	0	0	0	0	0	2	1	0		0.0
boy	0	0	0	1	0	0	0	0	1	2	0	0		0.0
moore	1	1	0	0	0	0	0	0	0	2	0	0		0.0
hey	0	0	0	1	0	0	0	0	1	2	1	0		0.0
actually	1	0	0	0	0	1	1	2	2	7	4	0		0.0
tired	1	0	0	0	1	0	0	0	1	3	0	0		0.0
make	3	1	2	1	7	1	2	4	0	21	5	0		0.0
daily	0	1	0	0	0	0	1	0	0	2	1	0		0.0
understanding	0	0	0	1	1	0	0	0	0	2	1	0		0.0
natural	1	0	0	0	0	0	1	0	0	2	1	0		0.0
#paris	0	0	1	1	0	0	0	0	0	2	1	0		0.0
cutting	0	0	1	0	0	0	1	0	0	2	0	0		0.0
list	0	0	1	0	0	0	0	2	1	4	2	0		0.0
ways	0	1	2	0	0	0	1	0	0	4	3	0		0.0
seem	1	1	0	1	1	0	0	0	0	4	1	0		0.0
birds	1	0	0	1	0	0	0	0	0	2	1	0		0.0
for	0	1	0	0	0	0	2	0	0	3	1	0		0.0
down	0	1	2	1	0	0	1	1	1	7	0	0		0.0
boys	0	0	2	1	1	0	0	0	0	4	1	0		0.0
fucked	0	0	0	0	1	1	0	0	0	2	0	0		0.0
strong	0	0	0	1	1	0	0	0	0	2	2	0		0.0
times	1	2	2	1	1	1	0	0	0	8	3	0		0.0
weve	0	1	0	0	1	0	0	0	0	2	0	0		0.0
west	0	1	0	0	0	1	1	0	0	3	1	0		0.0
#follow	0	0	0	0	0	1	1	0	0	2	1	0		0.0
reporting	0	0	0	0	0	0	0	1	1	2	1	0		0.0
place	1	2	0	0	0	0	0	1	0	4	1	0		0.0
unless	0	0	0	0	0	1	0	1	1	3	1	0		0.0
from	0	1	1	1	0	0	0	0	0	3	1	0		0.0
making	1	1	0	0	0	0	2	1	0	5	0	0		0.0
#motivation	0	1	1	0	0	0	0	0	0	2	0	0		0.0
week	3	2	0	0	1	2	0	0	4	12	0	0		0.0
#funtimes	0	0	1	1	0	0	0	0	0	2	0	0		0.0
#funny	1	0	1	1	2	0	0	1	0	6	1	0		0.0
children	1	0	0	0	0	0	1	0	1	3	2	0		0.0
definitely	0	1	0	0	1	0	1	0	0	3	2	0		0.0
santa	0	0	0	0	0	1	1	0	0	2	0	0		0.0
tim	0	0	0	0	2	0	0	0	0	2	0	0		0.0
agree	1	0	0	0	1	0	0	0	0	2	0	0		0.0
sure	0	0	1	1	1	1	0	0	1	5	2	0		0.0
wish	1	0	1	0	3	0	1	1	1	8	4	0		0.0
shit	1	1	0	0	2	1	0	2	0	7	1	0		0.0
problem	1	0	1	1	0	0	0	1	0	4	0	0		0.0
poor	0	0	0	0	1	0	0	1	0	2	0	0		0.0
